"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL3335764";"";"0";"552.56";"1";"2.81";"13f";"Fc1cc(cc(F)c1F)C2=NN(C[C@@H]3CN(CCO3)c4ncc(cn4)c5cnn(c5)C6CCNCC6)C(=O)C=C2";"IC50";"'='";"16";"nM";"7.8";"";"";"UO_0000065";"14.11";"0.27";"4.99";"7.57";"False";"CHEMBL3389844";"Inhibition of c-Met (unknown origin) by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351326";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2014";""
"CHEMBL3335763";"";"0";"566.59";"1";"3.41";"13e";"FC(F)(F)c1cccc(c1)C2=NN(C[C@@H]3CN(CCO3)c4ncc(cn4)c5cnn(c5)C6CCNCC6)C(=O)C=C2";"IC50";"'='";"21";"nM";"7.68";"";"";"UO_0000065";"13.55";"0.26";"4.27";"7.45";"False";"CHEMBL3389844";"Inhibition of c-Met (unknown origin) by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351326";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2014";""
"CHEMBL3335762";"";"0";"533.04";"1";"3.05";"13c";"Clc1cccc(c1)C2=NN(C[C@@H]3CN(CCO3)c4ncc(cn4)c5cnn(c5)C6CCNCC6)C(=O)C=C2";"IC50";"'='";"55";"nM";"7.26";"";"";"UO_0000065";"13.62";"0.26";"4.21";"7.05";"False";"CHEMBL3389844";"Inhibition of c-Met (unknown origin) by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351326";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2014";""
"CHEMBL3335760";"";"0";"523.6";"2";"2.27";"13a";"O=C1C=CC(=NN1C[C@@H]2CN(CCO2)c3ncc(cn3)c4cnn(c4)C5CCNCC5)c6cccc(c6)C#N";"IC50";"'='";"5";"nM";"8.3";"";"";"UO_0000065";"15.85";"0.29";"6.03";"6.55";"False";"CHEMBL3389844";"Inhibition of c-Met (unknown origin) by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351326";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2014";""
"CHEMBL1642145";"";"0";"554.03";"1";"4.33";"17j";"CNC(=O)c1cccc(F)c1Nc2nc(Nc3ccc4N(CCCOc4c3)C(=O)CN5CCCC5)ncc2Cl";"IC50";"'='";"19";"nM";"7.72";"";"";"UO_0000065";"13.94";"0.27";"3.39";"6.91";"False";"CHEMBL1648320";"Inhibition of c-Met expressed in human GTL-16 cells after 2 hrs";"B";"BAO_0000219";"cell-based format";"";"";"";"GTL-16";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641465";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";""
"CHEMBL3394457";"";"0";"448.43";"0";"4.71";"12";"Nc1noc2cccc(c3ccc(NC(=O)C4(CC4)C(=O)Nc5ccc(F)cc5)cc3F)c12";"IC50";"'='";"2.8";"nM";"8.55";"";"";"UO_0000065";"19.07";"0.35";"3.84";"7.76";"False";"CHEMBL3396121";"Inhibition of purified recombinant c-MET (unknown origin) using poly (Glu, Tyr) substrate after 60 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3392979";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2015";""
"CHEMBL1807759";"";"0";"270.29";"0";"2.47";"9b";"CC(=O)\C=C\C1=C(Oc2ccc(C)cc2)N=CNC1=O";"IC50";"'>'";"40000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1810157";"Inhibition of recombinant MET using biotinylated-poly(GT) peptide as substrate after 60 mins";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1806450";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";""
"CHEMBL1807763";"";"0";"290.71";"0";"2.82";"9d";"CC(=O)\C=C\C1=C(Oc2ccccc2Cl)N=CNC1=O";"IC50";"'>'";"40000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1810157";"Inhibition of recombinant MET using biotinylated-poly(GT) peptide as substrate after 60 mins";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1806450";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";""
"CHEMBL1802596";"";"0";"377.43";"0";"3.18";"41";"CS(=O)(=O)Nc1ccc2C=Cc3ncc(cc3C(=O)c2c1)c4cccnc4";"IC50";"'='";"74";"nM";"7.13";"";"";"UO_0000065";"18.89";"0.36";"3.95";"8.01";"False";"CHEMBL1803461";"Inhibition of human recombinant c-Met-catalyzed phosphorylation of N-biotinylated peptide (EQEDEPEGDYFEWLE-CONH2) by time-resolved fluorescence resonance energy transfer assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1800066";"1";"Scientific Literature";"J. Med. Chem.";"2011";""
"CHEMBL1802588";"";"0";"369.45";"0";"2.94";"33";"CS(=O)(=O)Nc1ccc2C=Cc3ncc(NCC4CC4)cc3C(=O)c2c1";"IC50";"'='";"89";"nM";"7.05";"";"";"UO_0000065";"19.08";"0.37";"4.11";"8";"False";"CHEMBL1803461";"Inhibition of human recombinant c-Met-catalyzed phosphorylation of N-biotinylated peptide (EQEDEPEGDYFEWLE-CONH2) by time-resolved fluorescence resonance energy transfer assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1800066";"1";"Scientific Literature";"J. Med. Chem.";"2011";""
"CHEMBL1642135";"";"0";"498.99";"0";"4.16";"7d";"CNC(=O)c1cccc(F)c1Nc2nc(Nc3ccc4CCN(CCOC)CCc4c3)ncc2Cl";"IC50";"'='";"8";"nM";"8.1";"";"";"UO_0000065";"16.23";"0.32";"3.94";"8.86";"False";"CHEMBL1648319";"Inhibition of c-Met cytoplasmic domain expressed in baculovirus after 30 mins by time-resolved fluorescence assay";"B";"BAO_0000019";"assay format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641465";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";""
"CHEMBL1642147";"";"0";"514.95";"1";"4.86";"18a";"CCOC(=O)N1CCCOc2ccc(Nc3ncc(Cl)c(Nc4c(F)cccc4C(=O)NC)n3)cc12";"IC50";"'='";"140";"nM";"6.85";"";"";"UO_0000065";"13.31";"0.26";"1.99";"5.82";"False";"CHEMBL1648319";"Inhibition of c-Met cytoplasmic domain expressed in baculovirus after 30 mins by time-resolved fluorescence assay";"B";"BAO_0000019";"assay format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641465";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";""
"CHEMBL565990";"";"0";"543.58";"2";"5.64";"9";"CCn1cnc(c1)C(=O)c2cc3nccc(Oc4ccc(NC(=O)CC(=O)Nc5ccccc5)cc4F)c3s2";"IC50";"'='";"180";"nM";"6.75";"";"";"UO_0000065";"12.41";"0.24";"1.1";"5.85";"False";"CHEMBL1050656";"Inhibition of TPR-met autophosphorylation expressed in HEK293T cells after 150 mins by ELISA";"B";"BAO_0000219";"cell-based format";"";"";"";"HEK-293T";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156747";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3706569"
"CHEMBL567475";"";"0";"533.56";"2";"6.22";"15";"CCn1cnc(c1)c2cc3nccc(Oc4ccc(NC(=O)CC(=O)Nc5ccc(F)cc5)cc4F)c3s2";"IC50";"'='";"23";"nM";"7.64";"";"";"UO_0000065";"14.32";"0.27";"1.42";"7.78";"False";"CHEMBL1050656";"Inhibition of TPR-met autophosphorylation expressed in HEK293T cells after 150 mins by ELISA";"B";"BAO_0000219";"cell-based format";"";"";"";"HEK-293T";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156747";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3706569"
"CHEMBL577742";"";"0";"583.57";"2";"7.1";"17";"CCn1cnc(c1)c2cc3nccc(Oc4ccc(NC(=O)CC(=O)Nc5ccccc5C(F)(F)F)cc4F)c3s2";"IC50";"'='";"150";"nM";"6.82";"";"";"UO_0000065";"11.69";"0.23";"-0.28";"6.95";"False";"CHEMBL1050656";"Inhibition of TPR-met autophosphorylation expressed in HEK293T cells after 150 mins by ELISA";"B";"BAO_0000219";"cell-based format";"";"";"";"HEK-293T";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156747";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3706569"
"CHEMBL600603";"";"0";"529.49";"2";"6.56";"12";"COc1cc2nccc(Oc3ccc(NC(=O)CC(Nc4ccccc4)C(F)(F)F)cc3F)c2cc1OC";"IC50";"'='";"680";"nM";"6.17";"";"";"UO_0000065";"11.65";"0.22";"-0.39";"7.55";"False";"CHEMBL1067993";"Inhibition of recombinant GST-fused c-Met expressed in baculovirus infected high five cells by DELFIA";"B";"BAO_0000219";"cell-based format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156855";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";""
"CHEMBL1642139";"";"0";"544.97";"1";"4.49";"17d";"CNC(=O)c1cccc(F)c1Nc2nc(Nc3ccc4N(CCCOc4c3)C(=O)OCCOC)ncc2Cl";"IC50";"'='";"50";"nM";"7.3";"";"";"UO_0000065";"13.4";"0.26";"2.81";"5.75";"False";"CHEMBL1648320";"Inhibition of c-Met expressed in human GTL-16 cells after 2 hrs";"B";"BAO_0000219";"cell-based format";"";"";"";"GTL-16";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641465";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";""
"CHEMBL3260962";"";"0";"459.41";"0";"4.43";"21b";"Fc1ccc(cc1)N2C=CC=C(C(=O)Nc3ccc(Oc4ncnc5[nH]ccc45)c(F)c3)C2=O";"IC50";"'='";"20";"nM";"7.7";"";"";"UO_0000065";"16.76";"0.31";"3.27";"7.56";"False";"CHEMBL3268019";"Inhibition of c-Met (unknown origin) using poly Glu:Tyr (4:1) as substrate after 60 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3259531";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2014";""
"CHEMBL411284";"";"0";"415.45";"0";"4.48";"23";"COc1cc2ncnc(Oc3ccc4c(cccc4c3)C(=O)NC5CC5)c2cc1OC";"IC50";"'='";"20000";"nM";"4.7";"";"";"UO_0000065";"11.31";"0.21";"0.22";"5.69";"False";"CHEMBL951282";"Inhibition of c-Met";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144684";"1";"Scientific Literature";"J. Med. Chem.";"2008";""
"CHEMBL3263971";"";"0";"450.97";"0";"4.57";"8a";"CNC(=O)c1ccccc1Nc2nc(Nc3ccc4CCN(C)CC(C)c4c3)ncc2Cl";"IC50";"'='";"6";"nM";"8.22";"";"";"UO_0000065";"18.23";"0.35";"3.65";"10";"False";"CHEMBL3267805";"Inhibition of purified recombinant c-MET (unknown origin) after 60 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3259567";"1";"Scientific Literature";"ACS Med. Chem. Lett.";"2014";""
"CHEMBL566685";"";"0";"404.46";"0";"3.12";"24";"COc1cnc2c(NCc3nnc4ccc(nn34)c5cc(C)ns5)ccnc2c1";"IC50";"'='";"5";"nM";"8.3";"";"";"UO_0000065";"20.52";"0.39";"5.18";"8.06";"False";"CHEMBL1038130";"Inhibition of c-Met by HTRF assay";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156101";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";""
"CHEMBL566242";"";"0";"419.4";"0";"3.63";"21";"COc1cnc2c(NCc3nnc4ccc(nn34)c5ccc(F)c(F)c5)ccnc2c1";"IC50";"'='";"7";"nM";"8.15";"";"";"UO_0000065";"19.44";"0.36";"4.52";"9.05";"False";"CHEMBL1038131";"Inhibition of HGF-mediated human c-Met autophosphorylation expressed in human PC3 cells after 1 hr by electrochemiluminescent immunoassay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"PC-3";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156101";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3307570"
"CHEMBL3221121";"";"0";"415.46";"0";"4.2";"26";"CN1CCN(CC1)c2cnc3cc(cc(NCc4cccc(N)c4)c3c2)C(F)(F)F";"IC50";"'='";"146";"nM";"6.84";"";"";"UO_0000065";"16.45";"0.31";"2.64";"11.9";"False";"CHEMBL3226601";"Inhibition of c-Met (unknown origin) using poly (Glu, Tyr) 4:1 as substrate after 60 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3217558";"1";"Scientific Literature";"MedChemComm";"2012";""
"CHEMBL258185";"";"0";"516.62";"2";"6.29";"10m";"Cn1cccc1c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccccc5)cc4F)c3s2";"IC50";"'='";"49";"nM";"7.31";"";"";"UO_0000065";"14.15";"0.28";"1.02";"10.72";"True";"CHEMBL924758";"Inhibition of GST tagged c-Met expressed in Sf9 cells";"B";"BAO_0000219";"cell-based format";"";"";"";"Sf9";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145636";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"CHEMBL3308860"
"CHEMBL453613";"";"0";"542.6";"2";"6.59";"16";"CCn1cnc(c1)c2cc3nccc(Oc4ccc(NC(=O)N5CCN(C5=O)c6ccccc6)cc4F)c3s2";"IC50";"'='";"25";"nM";"7.6";"";"";"UO_0000065";"14.01";"0.27";"1.01";"8.21";"True";"CHEMBL960948";"Inhibition of GST-fused recombinant c-Met catalytic domain expressed in baculovirus-infected Trichoplusia ni Hi5 cells after 30 mins by DELFIA assay";"B";"BAO_0000219";"cell-based format";"";"";"";"Hi5";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153284";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3833782"
"CHEMBL503524";"";"0";"611.7";"2";"6.66";"18";"Fc1cc(NC(=O)N2CCN(C2=O)c3ccccc3)ccc1Oc4ccnc5cc(sc45)c6cn(CCN7CCCC7)cn6";"IC50";"'='";"35";"nM";"7.46";"";"";"UO_0000065";"12.19";"0.23";"0.8";"7.78";"True";"CHEMBL960948";"Inhibition of GST-fused recombinant c-Met catalytic domain expressed in baculovirus-infected Trichoplusia ni Hi5 cells after 30 mins by DELFIA assay";"B";"BAO_0000219";"cell-based format";"";"";"";"Hi5";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153284";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3833782"
"CHEMBL492705";"";"0";"453.91";"1";"6.57";"1v";"Fc1ccc(cc1Cl)c2c([nH]c3ccc(nc23)C#N)c4ccnc(NCc5ccccc5)c4";"IC50";"'='";"5570";"nM";"5.25";"";"";"UO_0000065";"11.58";"0.22";"-1.32";"6.79";"True";"CHEMBL1030748";"Inhibition of GST-tagged human c-Met expressed in SF9 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"Sf9";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153352";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3308860"
"CHEMBL493314";"";"0";"349.76";"0";"4.35";"1t";"Fc1ccc(cc1Cl)c2c([nH]c3ccc(nc23)C#N)c4cncnc4";"IC50";"'>'";"10000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1030748";"Inhibition of GST-tagged human c-Met expressed in SF9 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"Sf9";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153352";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3308860"
"CHEMBL524021";"";"0";"321.34";"0";"4.04";"1e";"N#Cc1ccc(cc1)c2c([nH]c3ccc(nc23)C#N)c4ccncc4";"IC50";"'>'";"10000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1030748";"Inhibition of GST-tagged human c-Met expressed in SF9 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"Sf9";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153352";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3308860"
"CHEMBL447616";"";"0";"636.75";"2";"7.12";"23";"CN1CCN(Cc2ccc(cc2)c3cc4nccc(Oc5ccc(NC(=O)N6CCN(C6=O)c7ccccc7)cc5F)c4s3)CC1";"IC50";"'='";"29";"nM";"7.54";"";"";"UO_0000065";"11.84";"0.22";"0.42";"9.28";"True";"CHEMBL960948";"Inhibition of GST-fused recombinant c-Met catalytic domain expressed in baculovirus-infected Trichoplusia ni Hi5 cells after 30 mins by DELFIA assay";"B";"BAO_0000219";"cell-based format";"";"";"";"Hi5";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153284";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3833782"
"CHEMBL448993";"";"0";"566.61";"2";"7.57";"26";"CC(=O)c1cccc(c1)c2cc3nccc(Oc4ccc(NC(=O)N5CCN(C5=O)c6ccccc6)cc4F)c3s2";"IC50";"'='";"200";"nM";"6.7";"";"";"UO_0000065";"11.82";"0.22";"-0.87";"7.29";"True";"CHEMBL960948";"Inhibition of GST-fused recombinant c-Met catalytic domain expressed in baculovirus-infected Trichoplusia ni Hi5 cells after 30 mins by DELFIA assay";"B";"BAO_0000219";"cell-based format";"";"";"";"Hi5";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153284";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3833782"
"CHEMBL508776";"";"0";"543.62";"2";"6.42";"28";"CN1CCC(=CC1)c2cc3nccc(Oc4ccc(NC(=O)N5CCN(C5=O)c6ccccc6)cc4F)c3s2";"IC50";"'='";"33";"nM";"7.48";"";"";"UO_0000065";"13.76";"0.26";"1.06";"9.59";"True";"CHEMBL960948";"Inhibition of GST-fused recombinant c-Met catalytic domain expressed in baculovirus-infected Trichoplusia ni Hi5 cells after 30 mins by DELFIA assay";"B";"BAO_0000219";"cell-based format";"";"";"";"Hi5";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153284";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3833782"
"CHEMBL517469";"";"0";"560.59";"2";"6.72";"30";"CCn1cnc(c1)c2cc3nccc(Oc4ccc(NC(=O)N5CCN(C5=O)c6ccccc6F)cc4F)c3s2";"IC50";"'='";"21";"nM";"7.68";"";"";"UO_0000065";"13.7";"0.26";"0.96";"8.29";"True";"CHEMBL960948";"Inhibition of GST-fused recombinant c-Met catalytic domain expressed in baculovirus-infected Trichoplusia ni Hi5 cells after 30 mins by DELFIA assay";"B";"BAO_0000219";"cell-based format";"";"";"";"Hi5";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153284";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3833782"
"CHEMBL449757";"";"0";"625.73";"2";"7.05";"19";"Fc1cc(NC(=O)N2CCN(C2=O)c3ccccc3)ccc1Oc4ccnc5cc(sc45)c6cn(CCCN7CCCC7)cn6";"IC50";"'='";"300";"nM";"6.52";"";"";"UO_0000065";"10.42";"0.2";"-0.53";"6.81";"False";"CHEMBL960944";"Inhibition of TPR-fused Met phosphorylation expressed in human 293T cells by ELISA";"B";"BAO_0000219";"cell-based format";"";"";"";"293T";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153284";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";""
"CHEMBL462835";"";"0";"572.62";"2";"6.59";"31";"CCn1cnc(c1)c2cc3nccc(Oc4ccc(NC(=O)N5CCN(C5=O)c6ccccc6OC)cc4F)c3s2";"IC50";"'='";"60";"nM";"7.22";"";"";"UO_0000065";"12.61";"0.24";"0.63";"7.09";"False";"CHEMBL960944";"Inhibition of TPR-fused Met phosphorylation expressed in human 293T cells by ELISA";"B";"BAO_0000219";"cell-based format";"";"";"";"293T";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153284";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";""
"CHEMBL3093587";"";"0";"509.53";"1";"3.61";"3c";"CN1C=C(C(=O)Nc2ccc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)cc2)C(=O)N1c6ccccc6";"IC50";"'='";"3.2";"nM";"8.49";"";"";"UO_0000065";"16.67";"0.31";"4.88";"6.82";"False";"CHEMBL3094553";"Inhibition of c-Met (unknown origin) using biotinylated poly-GluTyr (4:1) as substrate preincubated for 5 mins followed by 2 uM of ATP addition measured after 20 mins by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091368";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2013";""
"CHEMBL1095626";"";"0";"437.5";"0";"2.32";"24a";"COC(=O)N1CCC(CC1)n2ncc3c(nc(nc23)c4ccc(N)cc4)N5CCOCC5";"IC50";"'>'";"50000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1104644";"Inhibition of MET";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157009";"1";"Scientific Literature";"J. Med. Chem.";"2009";""
"CHEMBL2392958";"";"0";"674.75";"2";"9.04";"15d";"COc1cc2c(Oc3ccc(NC(=O)c4cc(nc5ccccc45)c6ccc(F)cc6)cc3F)ccnc2cc1OCCCN7CCCCC7";"IC50";"'='";"2.64";"nM";"8.58";"";"";"UO_0000065";"12.71";"0.23";"-0.46";"10";"False";"CHEMBL2395922";"Inhibition of c-Met (unknown origin) after 30 mins by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2390843";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";""
"CHEMBL2392819";"";"0";"723.22";"2";"9.94";"16i";"COc1cc2c(Oc3ccc(NC(=O)c4cc(nc5ccc(F)cc45)c6cccc(Cl)c6)cc3F)ccnc2cc1OCCCN7CCC(C)CC7";"IC50";"'='";"1.65";"nM";"8.78";"";"";"UO_0000065";"12.14";"0.23";"-1.16";"10.23";"False";"CHEMBL2395922";"Inhibition of c-Met (unknown origin) after 30 mins by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2390843";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";""
"CHEMBL2392959";"";"0";"691.2";"2";"9.55";"15e";"COc1cc2c(Oc3ccc(NC(=O)c4cc(nc5ccccc45)c6cccc(Cl)c6)cc3F)ccnc2cc1OCCCN7CCCCC7";"IC50";"'='";"1.32";"nM";"8.88";"";"";"UO_0000065";"12.85";"0.24";"-0.67";"10.35";"False";"CHEMBL2395922";"Inhibition of c-Met (unknown origin) after 30 mins by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2390843";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";""
